School,City,State,Zip,Lat,Lon,Region,Locale,2yr/4yr,Online only?,School size (students),Pubic or Private
Brighton Institute of Cosmetology,Brighton,MI,48116-8360,42.521018,-83.743486,3,22.0,3,0.0,43.0,3
Medical Career Institute,Ocean,NJ,07712,40.263786,-74.046322,2,21.0,2,0.0,122.0,3
Warner Pacific University Professional and Graduate Studies,Portland,OR,97266,45.503764,-122.56253,8,11.0,1,0.0,321.0,2
Empire Beauty School-Savannah,Savannah,GA,31406-2455,32.008547,-81.112086,5,12.0,3,0.0,100.0,3
Brand College,Glendale,CA,91203,34.15799,-118.265551,8,12.0,3,0.0,19.0,3
Digital Film Academy,New York,NY,10036,40.760073,-73.991082,2,11.0,3,0.0,167.0,3
MotoRing Technical Training Institute,East Providence,RI,02914-5022,41.81866,-71.384761,1,21.0,3,0.0,59.0,3
ATEP at IVC,Tustin,CA,927820223,0.0,0.0,8,,2,,,1
Ivy Tech Community College-Columbus,Columbus,IN,472031868,0.0,0.0,3,,2,,,1
Ivy Tech Community College-Lafayette,Lafayette,IN,479051373,0.0,0.0,3,,2,,,1
Ivy Tech Community College-Southwest,Evansville,IN,477103398,0.0,0.0,3,,2,,,1
Ivy Tech Community College-Southeast,Madison,IN,472501881,0.0,0.0,3,,2,,,1
Blue Cliff College,Metairie,LA,700060000,0.0,0.0,5,,2,,,3
New Beginning College of Cosmetology,Albertville,AL,35951,34.27871,-86.196931,5,32.0,3,0.0,83.0,3
Ross Medical Education Center-Ontario,Ontario,OH,44906,40.77421,-82.591867,3,23.0,3,0.0,76.0,3
Shear Finesse Beauty Academy,Jacksonville,FL,32225,30.319276,-81.558157,5,11.0,3,0.0,15.0,3
CyberTex Institute of Technology,Austin,TX,78752,30.324403,-97.70303,6,11.0,3,0.0,217.0,3
Gemini School of Visual Arts & Communication,Cedar Park,TX,78613,30.50915,-97.846121,6,21.0,1,0.0,15.0,3
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,92037-1005,32.900034,-117.241769,8,11.0,1,0.0,,2
Grace Mission University,Fullerton,CA,92833-3860,33.867663,-117.958208,8,21.0,1,0.0,84.0,2
Helms College,Macon,GA,31206-5309,32.803363,-83.732678,5,12.0,2,0.0,304.0,2
Veritas Baptist College,Greendale,IN,47025,39.145234,-84.82617,3,41.0,1,1.0,151.0,2
Franciscan School of Theology,Oceanside,CA,92057,0.0,0.0,8,,1,,,2
ECPI University-Charlotte,Charlotte,NC,28208,0.0,0.0,5,,1,,,3
Strayer University-Cedar Hill,Cedar Hill,TX,751045768,0.0,0.0,6,,1,,,3
Strayer University-Stafford,Stafford,TX,774775768,0.0,0.0,6,,1,,,3
Miami Ad School-New York,Astoria,NY,11106,40.755046,-73.925071,2,11.0,2,0.0,91.0,3
Montana Bible College,Bozeman,MT,59718,45.655524,-111.064143,7,41.0,1,0.0,0.0,2
Paul Mitchell the School-Pasadena,Pasadena,CA,91101,34.144765,-118.133403,8,12.0,3,0.0,227.0,3
Toni & Guy Hairdressing Academy-Cranston,Cranston,RI,02920,41.731937,-71.479109,1,21.0,3,0.0,149.0,3
Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,39056,32.330039,-90.327649,5,21.0,3,0.0,70.0,3
Vermont College of Fine Arts,Montpelier,VT,05602,44.25521,-72.567616,1,32.0,1,0.0,,2
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,28801,35.606831,-82.568537,5,13.0,1,0.0,,3
Oxford Academy of Hair Design Inc,Seymour,CT,06483,41.397798,-73.061063,1,21.0,3,0.0,99.0,3
American Institute of Medical Sciences & Education,Piscataway,NJ,08854,40.56114,-74.437251,2,21.0,2,0.0,425.0,3
Fortis College-Montgomery,Montgomery,AL,36109,32.384006,-86.252163,5,12.0,3,0.0,337.0,3
Paul Mitchell the School-Cleveland,Twinsburg,OH,44087,41.330927,-81.463033,3,21.0,3,0.0,153.0,3
Dorsey School of Business-Roseville Culinary Academy,Roseville,MI,48066,42.527764,-82.915541,3,21.0,3,0.0,113.0,3
Aveda Institute-Columbus,Columbus,OH,43214,40.062719,-83.043021,3,11.0,3,0.0,256.0,3
National Career College,Panorama City,CA,91402,34.22245,-118.446211,8,11.0,2,0.0,259.0,3
Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,55432,45.117185,-93.26237,4,21.0,3,0.0,95.0,3
Platt College-Miller-Motte-Raleigh,Raleigh,NC,27604-6072,35.834569,-78.585676,5,11.0,2,0.0,627.0,3
Arkansas College of Barbering and Hair Design,Little Rock,AR,722054949,0.0,0.0,5,,3,,,3
Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR,727614217,0.0,0.0,5,,3,,,3
Herzing University-Toledo,Toledo,OH,43615,41.639266,-83.665453,3,11.0,1,0.0,90.0,2
Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,LA,70816,30.41107,-91.044491,5,12.0,3,0.0,165.0,3
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,95827,38.561309,-121.334243,8,13.0,3,0.0,189.0,3
Florida School of Massage,Gainesville,FL,32608-5419,29.593428,-82.338273,5,41.0,3,0.0,90.0,3
Woodland Community College,Woodland,CA,95776,38.660392,-121.73533,8,23.0,2,0.0,3084.0,1
International Academy of Style,Reno,NV,89502-1559,39.516281,-119.783208,8,12.0,3,0.0,47.0,3
Paul Mitchell the School-Normal,Normal,IL,61761,40.50938,-88.959619,3,22.0,3,0.0,110.0,3
Summit Salon Academy,Anderson,IN,46013,40.060996,-85.653588,3,13.0,3,0.0,102.0,3
European Academy of Cosmetology and Hairdressing,Guilford,CT,06437-2319,41.295441,-72.700147,1,21.0,3,0.0,13.0,3
Blackstone Valley Vocational Regional School District,Upton,MA,01568,42.16382,-71.616243,1,21.0,3,0.0,30.0,1
Emerald Coast Technical College,DeFuniak Springs,FL,32433,30.73209,-86.128061,5,32.0,3,0.0,225.0,1
Marketti Academy of Cosmetology,Waterford,MI,48329,42.683352,-83.374733,3,21.0,3,0.0,53.0,3
University of Fort Lauderdale,Lauderhill,FL,33313,26.147098,-80.204938,5,21.0,1,0.0,69.0,2
Portland Actors Conservatory,Portland,OR,97239,45.521752,-122.687534,8,11.0,2,0.0,6.0,2
American Business and Technology University,St Joseph,MO,64506,39.779095,-94.819797,4,13.0,1,1.0,333.0,3
Metro Beauty Academy,Allentown,PA,18106,40.56865,-75.555591,2,21.0,3,0.0,148.0,3
Tenaj Salon Institute,The Villages,FL,32162,28.929944,-82.028094,5,13.0,3,0.0,103.0,3
Aiken School of Cosmetology and Barbering,Aiken,SC,29801,33.559545,-81.71728,5,21.0,3,0.0,65.0,3
The Art Institute of San Antonio,San Antonio,TX,78230,29.532925,-98.56556,6,11.0,1,0.0,640.0,3
Platt College-Miller-Motte-Fayetteville,Fayetteville,NC,28311,35.11096,-78.88167,5,12.0,2,0.0,628.0,3
Institute of Advanced Medical Esthetics,Ashland,VA,23005-2111,37.630115,-77.54084,5,21.0,3,0.0,20.0,3
The Salon Professional Academy-Onalaska,Onalaska,WI,54650,43.87382,-91.19732,3,13.0,2,0.0,64.0,3
Empire Beauty School-Speedway,Speedway,IN,46224,39.80055,-86.261512,3,21.0,3,0.0,178.0,3
Midwest Technical Institute-East Peoria,East Peoria,IL,61611,40.642287,-89.543531,3,21.0,3,0.0,529.0,3
Salon & Spa Institute,Brownsville,TX,78520-8809,25.938911,-97.508606,6,12.0,3,0.0,84.0,3
Rasmussen College-Fort Myers,Fort Myers,FL,339057805,0.0,0.0,5,,1,,,3
Harris School of Business-Upper Darby Campus,Upper Darby,PA,19082,39.960924,-75.259226,2,21.0,3,0.0,206.0,3
Strayer University-Florida,Tampa,FL,33610,27.997452,-82.362139,5,21.0,1,0.0,1699.0,3
Strayer University-Delaware,Newark,DE,19713,39.686127,-75.660093,2,21.0,1,0.0,291.0,3
Paul Mitchell the School-Tysons Corner,McLean,VA,22102,38.916957,-77.222536,5,21.0,3,0.0,189.0,3
Strayer University-New Jersey,Cherry Hill,NJ,08002,39.939316,-75.015401,2,21.0,1,0.0,849.0,3
Geisinger Commonwealth School of Medicine,Scranton,PA,18509,41.413415,-75.655478,2,13.0,1,0.0,,2
Academy of Cosmetology and Esthetics NYC,Staten Island,NY,10306,40.573227,-74.114517,2,11.0,3,0.0,63.0,3
Keune Academy by 124,Lawrenceville,GA,30043,33.96488,-84.02253,5,21.0,3,0.0,93.0,3
Strayer University-Mississippi,Jackson,MS,39201,32.300562,-90.188097,5,12.0,1,0.0,442.0,3
Advanced Beauty College,Irving,TX,75038,32.859493,-96.9927,6,12.0,3,0.0,44.0,3
The Salon Professional Academy-Lewisville,Lewisville,TX,75067,33.005024,-96.964907,6,21.0,3,0.0,109.0,3
Empire Beauty School-Nashville,Brentwood,TN,37027,35.967868,-86.814676,5,21.0,3,0.0,79.0,3
Empire Beauty School-West Palm,West Palm Beach,FL,33409,26.705541,-80.107401,5,21.0,3,0.0,82.0,3
Fortis College-Grand Prairie,Grand Prairie,TX,75050,32.760636,-97.005122,6,21.0,2,0.0,63.0,3
Bryant & Stratton College-Bayshore,Glendale,WI,53217,43.118941,-87.9154,3,21.0,1,0.0,425.0,3
All Beauty College,Fort Mohave,AZ,86426,35.021355,-114.600955,6,33.0,3,0.0,8.0,3
Strayer University-Arkansas,Little Rock,AR,72211,34.74735,-92.396031,5,12.0,1,0.0,292.0,3
Paul Mitchell the School-Fresno,Fresno,CA,93710,36.809778,-119.782437,8,11.0,3,0.0,295.0,3
The Chicago School of Professional Psychology at Washington DC,Washington,DC,20005,38.90163,-77.033071,2,11.0,1,0.0,,2
Ross Medical Education Center-Niles,Niles,OH,44446,41.212037,-80.746465,3,21.0,3,0.0,180.0,3
Herzing University-Kenosha,Kenosha,WI,53144,42.603889,-87.857452,3,22.0,1,0.0,426.0,2
South University-Virginia Beach,Virginia Beach,VA,23452,36.8336,-76.124288,5,11.0,1,0.0,369.0,3
Illinois Media School-Chicago Campus,Chicago,IL,60605,41.87496,-87.627971,3,11.0,3,0.0,126.0,3
Paul Mitchell the School-Milwaukee,Pawaukee,WI,53072,43.044227,-88.257785,3,13.0,3,0.0,85.0,3
Platt College-STVT-San Antonio,San Antonio,TX,78216,29.35599,-98.4891,6,11.0,3,0.0,610.0,3
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,80918,38.896966,-104.750884,7,11.0,2,0.0,26.0,3
Fortis Institute,Houston,TX,77060,29.93744,-95.395051,6,11.0,2,0.0,331.0,3
Southern Careers Institute-Harlingen,Harlingen,TX,78550,26.20385,-97.675281,6,13.0,3,0.0,333.0,3
The Salon Professional Academy-Evansville,Evansville,IN,47715,37.98732,-87.483521,3,12.0,3,0.0,140.0,3
Tri County Regional Vocational Technical High School,Franklin,MA,02038,42.094957,-71.421577,1,21.0,3,0.0,59.0,1
SAE Institute of Technology-New York,New York,NY,10011-4552,40.741353,-73.999073,2,11.0,3,0.0,311.0,3
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,17044,40.619424,-77.567654,2,32.0,2,0.0,51.0,2
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,14607,43.159086,-77.584781,2,12.0,3,0.0,95.0,3
Dorsey School of Business-Saginaw,Saginaw,MI,48603,43.47055,-83.973056,3,22.0,3,0.0,157.0,3
Milan Institute-Boise,Boise,ID,83709,43.59086,-116.295195,7,22.0,3,0.0,95.0,3
Appalachian College of Pharmacy,Oakwood,VA,24631,37.211629,-82.006195,5,43.0,1,0.0,,2
American National University-Dayton,Kettering,OH,45420,39.70112,-84.12734,3,21.0,2,0.0,0.0,3
Ohio Medical Career College,Dayton,OH,45417,39.742339,-84.195816,3,12.0,2,0.0,94.0,3
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,35.05141,-78.939514,5,12.0,1,0.0,181.0,2
Diamonds Cosmetology College,Sherman,TX,75090-2657,33.673442,-96.606125,6,13.0,3,0.0,57.0,3
New York Film Academy,Burbank,CA,91505,34.152076,-118.335567,8,12.0,1,0.0,973.0,3
Aveda Institute-Boise,Boise,ID,83704-4406,43.620545,-116.309994,7,12.0,2,0.0,54.0,3
The Salon Professional Academy-Kenosha,Kenosha,WI,53142-4950,42.55804,-87.853088,3,22.0,3,0.0,93.0,3
Northern Virginia School of Therapeutic Massage,Falls Church,VA,22042-4302,38.873422,-77.160302,5,21.0,3,0.0,122.0,3
International College of Cosmetology,Oakland,CA,94601-3525,37.774887,-122.220803,8,11.0,3,0.0,226.0,3
Institute of Medical Careers,Pittsburgh,PA,15235-3718,40.465286,-79.823825,2,21.0,2,0.0,340.0,3
Lindsey Institute of Cosmetology,Bowling Green,KY,42103-8036,36.947279,-86.420808,5,13.0,3,0.0,22.0,3
Northeast Technical Institute,Scarborough,ME,04074-0000,43.608171,-70.314892,1,22.0,3,0.0,197.0,3
Shepherds Theological Seminary,Cary,NC,27518-9316,35.744334,-78.742623,5,21.0,1,0.0,,2
Flagler Technical Institute,Palm Coast,FL,32164,29.47629,-81.211337,5,41.0,3,0.0,88.0,1
Atelier Esthetique Institute of Esthetics,New York,NY,10001,40.746376,-73.995669,2,11.0,3,0.0,115.0,3
National Personal Training Institute of Colorado,Lakewood,CO,80401-3304,39.74087,-105.154321,7,-3.0,3,0.0,58.0,3
The Salon Professional Academy-Shorewood,Shorewood,IL,60404-8789,41.540252,-88.203774,3,21.0,3,0.0,79.0,3
Carrington College-Pomona,Pomona,CA,91768-2642,34.06302,-117.803875,8,-3.0,2,0.0,168.0,3
Midwest Technical Institute-Moline,Moline,IL,61265-4421,41.489394,-90.483614,3,13.0,2,0.0,341.0,3
Northwest College-Tualatin,Tualatin,OR,97062-9462,45.382946,-122.762464,8,21.0,2,0.0,26.0,3
Trend Setters' Academy of Beauty Culture-Louisville,Louisville,KY,40219-3805,38.134972,-85.684423,5,-3.0,2,0.0,36.0,3
San Joaquin Valley College - Hanford,Hanford,CA,932304523,0.0,0.0,8,,2,,,3
Jesuit School of Theology of Santa Clara University,Berkeley,CA,94709,0.0,0.0,8,,1,,,2
San Jose Campus,San Jose,CA,95131,0.0,0.0,8,,1,,,3
International School of Cosmetology,Costa Mesa,CA,92626,0.0,0.0,8,,3,,,3
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,91411,34.177483,-118.465561,8,11.0,3,0.0,159.0,3
Avalon School of Cosmetology-Phoenix,Phoenix,AZ,85022,33.641761,-112.068,6,11.0,3,0.0,330.0,3
PJ's College of Cosmetology- Louisville,Louisville,KY,402333120,0.0,0.0,5,,2,,,3
PJ's College of Cosmetology-Crestwood,Crestwood,KY,400149323,0.0,0.0,5,,2,,,3
Connecticut Aero Tech  School,Hartford,CT,06114,0.0,0.0,1,,2,,,1
Shasta School of Cosmetology,Redding,CA,96003,40.597114,-122.387248,8,13.0,3,0.0,69.0,3
Platt College-Miller-Motte Technical-Conway,Conway,SC,29526-9508,33.788822,-78.993461,5,22.0,2,0.0,1342.0,3
American College for Medical Careers,Orlando,FL,32809,28.470997,-81.402271,5,21.0,1,0.0,226.0,3
Carolina College of Hair Design,Asheville,NC,28806-2711,35.584088,-82.601533,5,13.0,3,0.0,58.0,3
Nuvani Institute-North Campus,Austin,TX,78717-5865,0.0,0.0,6,,3,,,3
Strayer University-Woodbridge Campus,Woodbridge,VA,22192,0.0,0.0,5,,1,,,3
Strayer University-Fredericksburg Campus,Fredericksburg,VA,22406,0.0,0.0,5,,1,,,3
Strayer University-Rockville Campus,Rockville,MD,20850,0.0,0.0,2,,1,,,3
Strayer University-Chesterfield Campus,Midlothian,VA,23113,0.0,0.0,5,,1,,,3
Strayer University-Owings Mills Campus,Owings Mills,MD,21117,0.0,0.0,2,,1,,,3
Rasmussen College-Mankato,Mankato,MN,560015476,0.0,0.0,4,,1,,,3
Rasmussen College-Blaine,Blaine,MN,550148624,0.0,0.0,4,,1,,,3
Strayer University-Warrendale Campus,Warrendale,PA,15086,0.0,0.0,2,,1,,,3
Strayer University-Morrow Campus,Morrow,GA,30260,0.0,0.0,5,,1,,,3
Rasmussen College-Wausau,Wausau,WI,544017804,0.0,0.0,3,,1,,,3
Rasmussen College-Romeoville/Joliet,Romeoville,IL,604466219,0.0,0.0,3,,1,,,3
Strayer University-Lithonia Campus,Lithonia,GA,30038,0.0,0.0,5,,1,,,3
Strayer University-South Charlotte,Charlotte,NC,28273,0.0,0.0,5,,1,,,3
Strayer University-Maitland Campus,Maitland,FL,32751,0.0,0.0,5,,1,,,3
Strayer University-Shelby Oaks Campus,Memphis,TN,38133,0.0,0.0,5,,1,,,3
Strayer University-Columbus,Columbus,GA,31901,0.0,0.0,5,,1,,,3
Strayer University-Huntersville Campus,Huntersville,NC,28078,0.0,0.0,5,,1,,,3
Strayer University-Baymeadows Campus,Jacksonville,FL,32256,0.0,0.0,5,,1,,,3
Strayer University-Charleston Campus,North Charleston,SC,29418,0.0,0.0,5,,1,,,3
Strayer University-Fort Lauderdale Campus,Fort Lauderdale,FL,33312,0.0,0.0,5,,1,,,3
Expertise Cosmetology Institute,Las Vegas,NV,89106,36.193798,-115.164834,8,11.0,3,0.0,157.0,2
Northwest Career College,Las Vegas,NV,89128,36.203875,-115.255585,8,11.0,2,0.0,1067.0,3
University of California-Merced,Merced,CA,95343-5603,37.366237,-120.424944,8,41.0,1,0.0,7881.0,1
Ave Maria University,Ave Maria,FL,34142-9505,26.335983,-81.438945,5,42.0,1,0.0,1070.0,2
Aviation Institute of Maintenance-Manassas,Manassas,VA,20109,38.794493,-77.514594,5,21.0,2,0.0,188.0,3
Career Care Institute,Lancaster,CA,93534,34.678236,-118.15638,8,21.0,2,0.0,531.0,3
Precision Manufacturing Institute,Meadville,PA,16335,41.644301,-80.157484,2,32.0,3,0.0,31.0,2
Employment Solutions-College for Technical Education,Lexington,KY,40517,37.982131,-84.483346,5,11.0,3,0.0,117.0,2
SAE Institute of Technology-Nashville,Nashville,TN,37203,36.15039,-86.790448,5,11.0,1,0.0,197.0,3
Empire Beauty School-Avondale,Avondale,AZ,85323,33.463388,-112.274477,6,22.0,3,0.0,162.0,3
Southern Technical College,Orlando,FL,32809,28.44862,-81.399661,5,21.0,2,0.0,1341.0,3
San Joaquin General Hospital School of Radiation Technology,French Camp,CA,95231,0.0,0.0,8,,2,,,1
SAE Expression College,Emeryville,CA,94608,37.847631,-122.2954,8,21.0,1,0.0,603.0,3
New River Community and Technical College,Beaver,WV,25813-8987,37.76767,-81.136085,5,23.0,2,0.0,845.0,1
Texas Barber College - Branch Campus #2,Dallas,TX,75228,0.0,0.0,6,,3,,,3
LeGrand Institute of Cosmetology Inc,Camden,SC,29020,34.271931,-80.609117,5,31.0,3,0.0,29.0,3
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,37128,35.815421,-86.40237,5,12.0,1,0.0,142.0,3
ATI College-Norwalk,Whitter,CA,90603-0000,33.904942,-118.068412,8,21.0,2,0.0,29.0,3
Baptist University of the Americas,San Antonio,TX,78224-1364,29.34998,-98.546081,6,11.0,1,0.0,154.0,2
Moore Career College,Baton Rouge,LA,70817,30.367301,-91.024786,5,21.0,3,0.0,108.0,3
Unitech Training Academy-Lafayette,Lafayette,LA,70506,30.182982,-92.074298,5,12.0,3,0.0,160.0,3
Centura College-Columbia,Columbia,SC,29223,34.074693,-80.944897,5,21.0,2,0.0,60.0,3
Career Beauty College,Lawrenceburg,TN,38464,35.239905,-87.335851,5,32.0,3,0.0,12.0,3
Leston College,Bayamon,PR,00961,18.399291,-66.154995,9,21.0,3,0.0,24.0,3
Charlotte Christian College and Theological Seminary,Charlotte,NC,28227,35.242999,-80.802527,5,11.0,1,0.0,52.0,2
Culinary Institute Inc,Houston,TX,77022-4322,29.823623,-95.378633,6,11.0,2,0.0,333.0,3
Paul Mitchell the School-Orlando,Oviedo,FL,32765,28.663679,-81.234215,5,21.0,3,0.0,250.0,3
Orion Institute,Perrysburg,OH,43551,41.556265,-83.598514,3,21.0,3,0.0,85.0,3
Keiser University- Miami,Miami,FL,33172,0.0,0.0,5,,1,,,2
Spa Tech Institute-Ipswich,Ipswich,MA,01938,42.688622,-70.849391,1,21.0,3,0.0,55.0,3
San Jacinto College-South Campus,Houston,TX,770896099,0.0,0.0,6,,2,,,1
Stratford School for Aviation Maintenance Technicians,Stratford,CT,06615,41.249749,-73.046359,1,13.0,2,0.0,54.0,1
American Academy of Acupuncture and Oriental Medicine,Roseville,MN,55113,45.015332,-93.18106,4,21.0,1,0.0,,3
Paul Mitchell the School-Great Lakes,Port Huron,MI,48060,42.978839,-82.458848,3,23.0,3,0.0,80.0,3
Empire Beauty School-Aurora,Aurora,CO,80017,39.695935,-104.792572,7,11.0,3,0.0,48.0,3
Universal College of Healing Arts,Omaha,NE,68112-1810,41.339162,-95.961539,4,11.0,2,0.0,35.0,3
Los Angeles College of Music,Pasadena,CA,91105,34.139293,-118.150113,8,12.0,1,0.0,290.0,3
Keiser University-Jacksonville,Jacksonville,FL,32216,0.0,0.0,5,,1,,,2
Everglades University-Sarasota,Sarasota,FL,342400000,0.0,0.0,5,,1,,,2
Western Seminary-Sacramento,Rocklin,CA,95765,0.0,0.0,8,,1,,,2
Keiser University-West Palm Beach,West Palm Beach,FL,33411,0.0,0.0,5,,1,,,2
Fairleigh Dickinson University-Florham Campus,Madison,NJ,07940,40.774498,-74.432121,2,21.0,1,0.0,2713.0,2
Washington State University-Spokane,Spokane,WA,992029600,0.0,0.0,8,,1,,,1
Aviation Institute of Maintenance-Dallas,Irving,TX,75061,32.836068,-96.941822,6,12.0,2,0.0,481.0,3
Trend Barber College,Houston,TX,77071-2202,29.65621,-95.522116,6,11.0,3,0.0,100.0,3
Valley Grande Institute for Academic Studies,Weslaco,TX,78596,26.158256,-97.990391,6,21.0,3,0.0,249.0,2
Brookline College-Albuquerque,Albuquerque,NM,87105,35.08781,-106.68749,6,11.0,1,0.0,312.0,3
Franciscan School of Theology,Oceanside,CA,92057,33.232416,-117.320066,8,21.0,1,0.0,,2
Appalachian School of Law,Grundy,VA,24614-2825,37.277669,-82.095648,5,43.0,1,0.0,,2
Florida Coastal School of Law,Jacksonville,FL,32256,30.232676,-81.580093,5,11.0,1,0.0,,3
Pierce College-Puyallup,Lakewood,WA,98498-1999,47.156328,-122.272365,8,21.0,2,0.0,3750.0,1
New York Automotive and Diesel Institute,Jamaica,NY,11433-1433,40.705073,-73.780592,2,11.0,2,0.0,188.0,3
Johnson & Wales University-Denver,Denver,CO,80220,39.746101,-104.906281,7,11.0,1,0.0,969.0,2
Arkansas State University-Newport,Newport,AR,72112,35.638722,-91.188846,5,42.0,2,0.0,1465.0,1
MDT College of Health Sciences,Highland Heights,OH,44143,41.544523,-81.451979,3,21.0,3,0.0,266.0,3
National American University-Albuquerque West,Albuquerque,NM,87114-0000,35.199884,-106.653498,6,11.0,1,0.0,30.0,3
Santiago Canyon College,Orange,CA,92869-4512,33.795449,-117.766762,8,12.0,2,0.0,10519.0,1
Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,10019,40.764401,-73.976807,2,11.0,3,0.0,23.0,3
Seminario Evangelico de Puerto Rico,San Juan,PR,00925,18.407003,-66.052816,9,11.0,1,0.0,,2
Academy of Vocal Arts,Philadelphia,PA,19103-6685,39.94796,-75.173735,2,11.0,1,0.0,,2
Cheryl Fells School of Business,Niagara Falls,NY,14304,43.106577,-78.983526,2,21.0,3,0.0,17.0,3
Christ the King Seminary,East Aurora,NY,14052-0607,42.77089,-78.660311,2,41.0,1,0.0,,2
Clarkson University,Potsdam,NY,13699,44.662716,-74.999359,2,33.0,1,0.0,2983.0,2
American Beauty School,Bronx,NY,10462,40.835331,-73.860639,2,11.0,3,0.0,151.0,3
Elmira Business Institute,Vestal,NY,13850,42.090251,-76.809088,2,13.0,2,0.0,146.0,3
CUNY Borough of Manhattan Community College,New York,NY,10007,40.71879,-74.011826,2,11.0,2,0.0,25063.0,1
Cochran School of Nursing,Yonkers,NY,10701,40.969116,-73.885705,2,21.0,2,0.0,107.0,2
Metropolitan College of New York,New York,NY,10006-1742,40.708706,-74.014702,2,11.0,1,0.0,697.0,2
Bryant & Stratton College-Syracuse,Syracuse,NY,13203-2502,43.058795,-76.136679,2,12.0,2,0.0,413.0,3
CUNY City College,New York,NY,10031,40.819846,-73.948542,2,11.0,1,0.0,12503.0,1
Fordham University,Bronx,NY,10458,40.859354,-73.882705,2,11.0,1,0.0,9392.0,2
The International Culinary Center,New York,NY,10013-2618,40.720817,-74.00009,2,11.0,3,0.0,428.0,3
CUNY Hunter College,New York,NY,10065,40.768669,-73.964795,2,11.0,1,0.0,16205.0,1
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,11218-5559,40.635236,-73.979327,2,11.0,1,0.0,33.0,2
